title|link|summary|published|id
Monday, April 03, 2023  - Representative Gina H. Curry and Representative Carol Kazeem, Representative Regina G. Young|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40386|Enhancing Financial Disclosures in Hospitals|Mon, 03 Apr 2023 13:24:22 GMT|40386Enhancing Financial Disclosures in Hospitals20230403
Monday, April 03, 2023  - Representative Brad Roae|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40385|Getting cost of COLA before we vote on it|Mon, 03 Apr 2023 13:12:42 GMT|40385Getting cost of COLA before we vote on it20230403
Monday, April 03, 2023  - Representative Malcolm Kenyatta|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40384|Addressing the Delays to Beer and Malt Beverage Deliveries|Mon, 03 Apr 2023 13:08:48 GMT|40384Addressing the Delays to Beer and Malt Beverage Deliveries20230403
Monday, April 03, 2023  - Representative Lisa A. Borowski|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40383|Protecting Tenants in Cases of Violence|Mon, 03 Apr 2023 13:06:11 GMT|40383Protecting Tenants in Cases of Violence20230403
Friday, March 31, 2023  - Representative Michael H. Schlossberg and Representative Jennifer O'Mara, Representative James B. Struzzi, II, Representative Kathleen C. Tomlinson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40378|"Designating May 2023 as ""Mental Health Awareness Month  in Pennsylvania."|Fri, 31 Mar 2023 19:46:51 GMT|"40378Designating May 2023 as ""Mental Health Awareness Month  in Pennsylvania.20230331"
Friday, March 31, 2023  - Representative Ryan E. Mackenzie|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40377|Combating Deepfake Sexual Exploitation|Fri, 31 Mar 2023 18:01:43 GMT|40377Combating Deepfake Sexual Exploitation20230331
Friday, March 31, 2023  - Representative Christopher M. Rabb|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40376|Empowering municipalities to establish green banks|Fri, 31 Mar 2023 15:20:11 GMT|40376Empowering municipalities to establish green banks20230331
Friday, March 31, 2023  - Representative Ed Neilson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40375|Protecting Consumer Information and Privacy (Former HB1126)|Fri, 31 Mar 2023 13:35:43 GMT|40375Protecting Consumer Information and Privacy (Former HB1126)20230331
Friday, March 31, 2023  - Representative Ed Neilson and Representative Thomas L. Mehaffie, III|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40374|Charitable Designation for Fraternal Organizations|Fri, 31 Mar 2023 13:29:55 GMT|40374Charitable Designation for Fraternal Organizations20230331
Friday, March 31, 2023  - Representative Ed Neilson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40373|Protect Homeowners - Registration of Housing Wholesalers (Former HB1697)|Fri, 31 Mar 2023 13:25:06 GMT|40373Protect Homeowners - Registration of Housing Wholesalers (Former HB1697)20230331
Friday, March 31, 2023  - Representative Ed Neilson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40372|Notify Customers of Biometric Information Collection|Fri, 31 Mar 2023 13:16:07 GMT|40372Notify Customers of Biometric Information Collection20230331
Thursday, March 30, 2023  - Representative Tarik Khan and Representative Malcolm Kenyatta, Representative Bridget M. Kosierowski, Representative Rick Krajewski, Representative Greg Scott|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40371|Improving Pennsylvanians  Access to HIV Prevention|Thu, 30 Mar 2023 22:05:26 GMT|40371Improving Pennsylvanians  Access to HIV Prevention20230330
Thursday, March 30, 2023  - Representative Tarik Khan and Representative Jamie L. Flick, Representative Melissa Cerrato, Representative Liz Hanbidge|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40370|Improving Playground Accessibility|Thu, 30 Mar 2023 21:33:53 GMT|40370Improving Playground Accessibility20230330
Thursday, March 30, 2023  - Representative Kevin J. Boyle|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40368|Maintaining Access to Preventive Health Care|Thu, 30 Mar 2023 19:20:49 GMT|40368Maintaining Access to Preventive Health Care20230330
Thursday, March 30, 2023  - Representative Tina M. Davis and Representative Kathleen C. Tomlinson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40367|Disaster Emergency Fund|Thu, 30 Mar 2023 18:36:05 GMT|40367Disaster Emergency Fund20230330
Thursday, March 30, 2023  - Representative Kristine C. Howard|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40364|Bats protect our crops; let's protect them (previously HR124)|Thu, 30 Mar 2023 16:56:45 GMT|40364Bats protect our crops; let's protect them (previously HR124)20230330
Thursday, March 30, 2023  - Representative Kristine C. Howard|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40363|Penalizing Polluters (formerly HB2323)|Thu, 30 Mar 2023 16:47:31 GMT|40363Penalizing Polluters (formerly HB2323)20230330
Thursday, March 30, 2023  - Representative Danielle Friel Otten|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40361|Concurrent Jurisdiction for Environmental Crimes for the Office of Attorney General|Thu, 30 Mar 2023 16:39:49 GMT|40361Concurrent Jurisdiction for Environmental Crimes for the Office of Attorney General20230330
Thursday, March 30, 2023  - Representative Danielle Friel Otten|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40360|Setback Distances for Natural Gas Well Sites and Related Infrastructure|Thu, 30 Mar 2023 16:34:25 GMT|40360Setback Distances for Natural Gas Well Sites and Related Infrastructure20230330
Thursday, March 30, 2023  - Representative Perry S. Warren|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40359|Commuter and Commerce Tolls Tax Credits|Thu, 30 Mar 2023 15:46:29 GMT|40359Commuter and Commerce Tolls Tax Credits20230330
Thursday, March 30, 2023  - Representative Liz Hanbidge|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40357|Protecting LGBTQ Individuals from Discrimination in the Credit Service Industry|Thu, 30 Mar 2023 14:24:20 GMT|40357Protecting LGBTQ Individuals from Discrimination in the Credit Service Industry20230330
Thursday, March 30, 2023  - Representative Liz Hanbidge|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40356|Deceptive Interrogation with Intellectual Disabilities or Autism|Thu, 30 Mar 2023 14:20:54 GMT|40356Deceptive Interrogation with Intellectual Disabilities or Autism 20230330
Thursday, March 30, 2023  - Representative Liz Hanbidge|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40355|Pelvic Floor Health Insurance and Education|Thu, 30 Mar 2023 14:15:49 GMT|40355Pelvic Floor Health Insurance and Education20230330
Thursday, March 30, 2023  - Representative Liz Hanbidge|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40354|Public Meetings During Emergencies Act|Thu, 30 Mar 2023 14:13:02 GMT|40354Public Meetings During Emergencies Act20230330
Thursday, March 30, 2023  - Representative Ed Neilson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40353|Creating Dyslexia Intervention Professional Development Requirements (Formerly HB 2780)|Thu, 30 Mar 2023 13:26:48 GMT|40353Creating Dyslexia Intervention Professional Development Requirements (Formerly HB 2780)20230330
Wednesday, March 29, 2023  - Representative Chris Pielli|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40352|Reciprocal Agreements Regarding Hunting and Fishing Licenses for Military Personnel and Disabled Veterans|Wed, 29 Mar 2023 18:31:20 GMT|40352Reciprocal Agreements Regarding Hunting and Fishing Licenses for Military Personnel and Disabled Veterans20230329
Wednesday, March 29, 2023  - Representative Christopher M. Rabb and Representative Danielle Friel Otten, Representative Mandy Steele|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40350|Adopting zero-emission standards for space and water heaters|Wed, 29 Mar 2023 18:18:06 GMT|40350Adopting zero-emission standards for space and water heaters20230329
Wednesday, March 29, 2023  - Representative Valerie S. Gaydos|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40348|Equal & Uniform Tax Assessment|Wed, 29 Mar 2023 16:53:53 GMT|40348Equal & Uniform Tax Assessment20230329
Wednesday, March 29, 2023  - Representative Melissa L. Shusterman and Representative Tina M. Davis|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40347|Uniform Family Law Arbitration|Wed, 29 Mar 2023 16:51:58 GMT|40347Uniform Family Law Arbitration20230329
Wednesday, March 29, 2023  - Representative Danilo Burgos|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40346|Fishing Licenses   Persons Who Are Paraplegic or Similarly Disabled|Wed, 29 Mar 2023 15:59:20 GMT|40346Fishing Licenses   Persons Who Are Paraplegic or Similarly Disabled20230329
Wednesday, March 29, 2023  - Representative Doyle Heffley|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40345|Homestead and Farmstead Property Tax Relief|Wed, 29 Mar 2023 15:29:23 GMT|40345Homestead and Farmstead Property Tax Relief20230329
Wednesday, March 29, 2023  - Representative Manuel Guzman, Jr.|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40344|Expanded Neighborhood Improvement Zones (NIZ)|Wed, 29 Mar 2023 13:18:23 GMT|40344Expanded Neighborhood Improvement Zones (NIZ)20230329
Tuesday, March 28, 2023  - Representative Carol Kazeem and Representative David M. Delloso, Representative Lisa A. Borowski, Representative Gina H. Curry|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40343|Juvenile Detention Facilities Reform|Wed, 29 Mar 2023 00:48:06 GMT|40343Juvenile Detention Facilities Reform20230328
Tuesday, March 28, 2023  - Representative Leanne Krueger and Representative Joshua Siegel, Representative Steven R. Malagari, Representative Chris Pielli|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40342|Co-Sponsorship: Establishing a Statewide Responsible Contractor Law|Tue, 28 Mar 2023 20:19:57 GMT|40342Co-Sponsorship: Establishing a Statewide Responsible Contractor Law20230328
Tuesday, March 28, 2023  - Representative Christina D. Sappey|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40340|Insurance Fairness for Amputees Act|Tue, 28 Mar 2023 19:57:35 GMT|40340Insurance Fairness for Amputees Act20230328
Tuesday, March 28, 2023  - Representative Morgan Cephas|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40338|Prohibiting Undetectable Firearms (Formerly House Bill 414 of 2021-2022)|Tue, 28 Mar 2023 18:23:52 GMT|40338Prohibiting Undetectable Firearms (Formerly House Bill 414 of 2021-2022)20230328
Tuesday, March 28, 2023  - Representative Michael H. Schlossberg|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40337|Charter School Advertising|Tue, 28 Mar 2023 18:15:04 GMT|40337Charter School Advertising20230328
Tuesday, March 28, 2023  - Representative Eddie Day Pashinski|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40335|Licensure of Professional Music Therapists under the Social Workers, Marriage and Family Therapists and Professional Counselors Act (Former HB 2573)|Tue, 28 Mar 2023 17:25:36 GMT|40335Licensure of Professional Music Therapists under the Social Workers, Marriage and Family Therapists and Professional Counselors Act (Former HB 2573)20230328
Tuesday, March 28, 2023  - Representative Matthew Gergely|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40334|Flexibility for Licensee Hiring|Tue, 28 Mar 2023 15:27:19 GMT|40334Flexibility for Licensee Hiring20230328
Tuesday, March 28, 2023  - Representative Elizabeth Fiedler and Representative Gina H. Curry, Representative Lisa A. Borowski|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40333|Postpartum Depression Screening and Care|Tue, 28 Mar 2023 14:05:21 GMT|40333Postpartum Depression Screening and Care20230328
Tuesday, March 28, 2023  - Representative Ed Neilson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40331|House Arrest Program - Electronic Monitoring|Tue, 28 Mar 2023 13:13:17 GMT|40331House Arrest Program - Electronic Monitoring20230328
Monday, March 27, 2023  - Representative Joseph C. Hohenstein|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40319|Local Funding Options for Transportation|Mon, 27 Mar 2023 18:30:47 GMT|40319Local Funding Options for Transportation20230327
Monday, March 27, 2023  - Representative Tarah Probst|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40318|Ensuring Accurate Special Education Payments to Charter Schools|Mon, 27 Mar 2023 18:23:28 GMT|40318Ensuring Accurate Special Education Payments to Charter Schools20230327
Monday, March 27, 2023  - Representative Nick Pisciottano and Representative G. Roni Green|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40317|Protecting the Safety of Hotel Workers|Mon, 27 Mar 2023 17:01:57 GMT|40317Protecting the Safety of Hotel Workers20230327
Monday, March 27, 2023  - Representative Kristine C. Howard|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40316|Broadening PFA Orders (Previously HB2705)|Mon, 27 Mar 2023 16:25:31 GMT|40316Broadening PFA Orders (Previously HB2705)20230327
Monday, March 27, 2023  - Representative Kristine C. Howard|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40315|Electric Vehicle Charging Infrastructure in New Non-Residential Construction (Previously HB481)|Mon, 27 Mar 2023 16:23:36 GMT|40315Electric Vehicle Charging Infrastructure in New Non-Residential Construction (Previously HB481)20230327
Monday, March 27, 2023  - Representative Tarik Khan and Representative Patty Kim, Representative Tarah Probst, Representative Melissa Cerrato, Representative Dan Frankel, Representative G. Roni Green, Representative Melissa L. Shusterman, Representative Abigail Salisbury|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40313|Alzheimer s & Brain Awareness Month   June 2023|Mon, 27 Mar 2023 15:20:19 GMT|40313Alzheimer s & Brain Awareness Month   June 202320230327
Friday, March 24, 2023  - Representative Alec J. Ryncavage|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40312|Changing the Fiscal Year for School District Budgets|Fri, 24 Mar 2023 19:50:32 GMT|40312Changing the Fiscal Year for School District Budgets20230324
Friday, March 24, 2023  - Representative Kyle J. Mullins and Representative Torren C. Ecker|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40311|Auditor General: More Records, Better Investigations|Fri, 24 Mar 2023 19:45:22 GMT|40311Auditor General: More Records, Better Investigations20230324
Friday, March 24, 2023  - Representative Robert E. Merski|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40307|Flexible Working Arrangements Act|Fri, 24 Mar 2023 16:00:17 GMT|40307Flexible Working Arrangements Act20230324
Friday, March 24, 2023  - Representative Louis C. Schmitt, Jr.|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40306|Limit the Maximum Length of Freight Trains|Fri, 24 Mar 2023 14:12:54 GMT|40306Limit the Maximum Length of Freight Trains20230324
Friday, March 24, 2023  - Representative Louis C. Schmitt, Jr.|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40305|Resolution Encouraging the Feds to Require at Least a two-person Crew|Fri, 24 Mar 2023 14:09:09 GMT|40305Resolution Encouraging the Feds to Require at Least a two-person Crew20230324
Friday, March 24, 2023  - Representative Louis C. Schmitt, Jr.|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40304|Resolution Encouraging the Feds to Limit Train Length|Fri, 24 Mar 2023 14:04:16 GMT|40304Resolution Encouraging the Feds to Limit Train Length20230324
Thursday, March 23, 2023  - Representative Christina D. Sappey|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40301|Creating a Permanent Office of Child Advocate|Thu, 23 Mar 2023 20:12:02 GMT|40301Creating a Permanent Office of Child Advocate20230323
